"hhid","feed_Chickens","feed_Cattle","irrigation","drought","flood","extension_training","animal_ded_area","rice","fhh","covid_shock","ag_comm"
"HID529234",2,NA,1,0,0,NA,1,1,0,2,1
"HID529240",1,NA,1,0,0,NA,0,0,0,1,2
"HID529473",2,1,0,1,0,NA,0,1,0,1,2
"HID529550",2,NA,1,0,0,NA,0,1,0,1,2
"HID529589",2,NA,1,0,0,NA,1,1,1,1,2
"HID529705",NA,2,NA,0,0,NA,0,0,0,1,2
"HID529763",NA,1,1,0,0,NA,1,1,1,1,2
"HID529838",2,1,1,0,0,NA,1,1,1,1,2
"HID529884",1,NA,1,0,0,NA,0,0,0,1,2
"HID529893",1,NA,0,0,0,NA,0,1,1,1,2
"HID529916",2,NA,1,0,0,NA,1,1,0,1,2
"HID529969",1,NA,1,0,0,NA,1,0,0,1,2
"HID530059",2,2,1,0,0,NA,1,1,0,2,2
"HID530188",2,NA,1,0,0,NA,1,1,0,1,2
"HID530340",1,NA,1,0,0,NA,1,1,1,1,2
"HID530380",NA,1,1,0,1,NA,0,1,0,1,2
"HID530386",NA,1,0,0,0,NA,1,1,1,1,2
"HID530453",1,1,1,0,0,NA,1,1,0,1,2
"HID530510",2,NA,1,0,0,NA,1,0,0,1,2
"HID530566",2,1,1,0,0,NA,1,1,1,1,2
"HID530572",1,NA,NA,0,0,NA,0,0,0,1,2
"HID530621",NA,1,1,0,0,NA,0,1,1,1,2
"HID530675",1,1,0,0,0,NA,0,1,1,1,2
"HID530728",NA,1,1,0,1,NA,1,1,0,1,2
"HID530747",NA,1,1,0,0,NA,1,1,0,1,2
"HID530749",2,NA,1,0,1,NA,0,1,1,1,2
"HID530840",1,1,1,0,0,NA,1,1,0,1,2
"HID530845",2,NA,1,0,0,NA,1,1,1,1,2
"HID530940",1,NA,1,0,0,NA,1,0,0,1,2
"HID531026",2,NA,1,0,0,NA,0,0,0,1,2
"HID531067",NA,1,0,0,0,NA,1,1,0,1,2
"HID531265",NA,1,1,0,0,NA,1,1,1,1,2
"HID531306",NA,1,1,1,0,NA,0,1,1,1,2
"HID531410",NA,1,1,0,0,NA,1,1,1,1,2
"HID531610",2,NA,1,0,0,NA,0,0,0,1,2
"HID531721",2,NA,NA,0,0,NA,1,0,0,2,2
"HID531749",NA,NA,1,1,0,NA,1,1,1,2,2
"HID531754",2,NA,1,0,1,NA,0,1,0,1,2
"HID531845",NA,1,NA,0,0,NA,1,0,0,1,2
"HID531890",NA,1,1,0,0,NA,1,1,1,1,2
"HID532117",NA,1,1,0,0,NA,1,1,1,1,2
"HID532123",1,NA,1,0,0,NA,1,1,0,1,2
"HID532150",1,NA,0,0,0,NA,0,1,0,1,2
"HID532193",NA,2,1,0,0,NA,1,1,0,2,1
"HID532219",1,1,1,1,0,NA,1,1,0,1,2
"HID532238",1,NA,1,0,0,NA,1,1,0,1,2
"HID532284",1,NA,1,0,0,NA,1,1,0,1,2
"HID532310",2,NA,1,0,0,NA,1,1,1,2,2
"HID532366",1,1,1,0,0,NA,1,1,0,1,2
"HID532380",NA,1,1,0,0,NA,1,1,0,1,2
"HID532446",1,1,1,0,0,NA,0,1,0,1,2
"HID532454",1,1,1,0,0,NA,1,0,0,1,2
"HID532495",2,1,1,0,0,NA,1,1,0,1,2
"HID532688",NA,1,0,1,0,NA,1,1,0,1,2
"HID532747",1,NA,0,0,1,NA,0,0,0,1,2
"HID533087",NA,1,NA,0,0,NA,0,0,0,1,2
"HID533089",NA,1,0,0,0,NA,1,1,0,1,2
"HID533133",NA,1,1,0,0,NA,1,0,0,1,2
"HID533459",NA,1,1,0,1,NA,1,1,1,1,2
"HID533516",1,1,1,0,1,NA,1,1,0,1,2
"HID533527",NA,1,0,0,0,NA,0,1,0,1,2
"HID533549",NA,1,1,1,0,NA,1,1,0,1,2
"HID533635",NA,1,1,0,0,NA,0,1,0,1,2
"HID533738",1,NA,1,1,0,NA,0,1,1,2,2
"HID533746",2,NA,0,0,0,NA,1,0,1,1,2
"HID533867",1,1,1,1,1,NA,1,1,0,2,2
"HID533945",1,1,1,0,0,NA,1,1,1,1,2
"HID534016",1,NA,1,0,0,NA,1,1,1,1,2
"HID534052",1,1,1,0,0,NA,0,1,0,2,2
"HID534140",1,1,1,0,0,NA,1,1,1,1,2
"HID534393",NA,1,1,0,0,NA,1,0,0,1,2
"HID534415",2,1,NA,0,0,NA,1,0,1,1,1
"HID534417",1,NA,1,0,0,NA,0,0,0,1,2
"HID534440",2,1,1,0,0,NA,0,1,1,1,2
"HID534445",2,NA,1,0,0,NA,0,1,0,1,2
"HID534477",2,1,1,0,0,NA,1,1,1,1,2
"HID534591",NA,1,1,0,0,NA,1,0,0,1,2
"HID534649",2,1,NA,0,0,NA,1,0,0,1,2
"HID534672",2,NA,1,0,0,NA,1,0,0,1,2
"HID534870",1,NA,1,0,0,NA,1,0,0,1,2
"HID534965",2,NA,1,0,1,NA,0,0,0,1,2
"HID535020",1,NA,0,1,1,NA,1,1,1,1,2
"HID535053",1,NA,1,0,0,NA,1,0,0,1,2
"HID535183",2,NA,NA,0,0,NA,0,0,0,1,2
"HID535309",2,NA,1,0,0,NA,1,1,1,1,2
"HID535335",NA,1,0,1,0,NA,1,1,1,1,2
"HID535560",NA,1,1,1,0,NA,1,1,1,1,2
"HID535640",1,NA,1,1,0,NA,1,1,0,1,2
"HID535670",1,NA,1,0,0,NA,1,1,1,1,2
"HID535994",2,NA,1,0,0,NA,0,1,0,1,2
"HID536015",1,1,0,0,0,NA,0,1,0,2,2
"HID536054",NA,1,0,0,0,NA,1,1,1,1,2
"HID536213",NA,1,1,0,0,NA,0,1,1,1,2
"HID536332",1,NA,1,0,0,NA,1,1,0,1,2
"HID536393",NA,1,0,0,0,NA,1,0,0,1,2
"HID536402",1,NA,1,0,0,NA,0,0,0,1,2
"HID536438",2,1,1,0,0,NA,0,1,0,2,2
"HID536524",1,1,1,0,0,NA,0,1,0,1,2
"HID536547",1,NA,NA,0,0,NA,0,0,1,1,2
"HID536575",2,NA,1,0,0,NA,0,0,0,1,2
"HID536658",2,1,1,0,0,NA,1,0,0,1,2
"HID536790",2,NA,1,1,0,NA,1,1,0,1,2
"HID536844",NA,1,1,1,1,NA,1,1,0,1,2
"HID537020",1,1,1,0,0,NA,1,1,0,1,2
"HID537081",1,NA,1,0,0,NA,1,0,1,1,2
"HID537163",NA,1,1,0,1,NA,0,0,0,1,2
"HID537229",2,NA,NA,0,0,NA,1,0,0,1,2
"HID537459",2,NA,1,0,0,NA,1,0,0,1,2
"HID537468",1,1,1,0,0,NA,1,1,1,1,2
"HID537498",NA,1,0,1,0,NA,1,1,0,1,2
"HID537577",NA,1,1,0,0,NA,1,1,1,1,2
"HID537619",NA,1,1,0,0,NA,0,1,0,1,2
"HID537704",1,1,1,0,0,NA,1,1,1,1,2
"HID537739",NA,1,1,0,0,NA,1,1,0,1,2
"HID537814",2,NA,1,0,0,NA,1,1,1,2,2
"HID537870",2,2,NA,0,0,NA,1,0,1,1,2
"HID537965",2,NA,0,1,0,NA,0,1,0,1,2
"HID537967",2,NA,1,0,0,NA,1,1,0,1,2
"HID537992",1,NA,1,0,0,NA,1,0,1,2,2
"HID538010",1,NA,0,1,1,NA,1,1,0,2,2
"HID538055",1,1,1,0,0,NA,1,1,0,1,2
"HID538130",1,1,1,0,1,NA,1,1,0,1,2
"HID538213",1,NA,1,0,0,NA,1,1,1,1,2
"HID538227",1,1,1,1,0,NA,0,1,0,1,2
"HID538296",NA,NA,1,0,1,NA,1,0,0,1,2
"HID538328",1,1,NA,0,0,NA,1,0,1,1,2
"HID538348",2,NA,NA,0,0,NA,0,0,0,1,2
"HID538406",NA,NA,1,0,0,NA,0,1,0,1,2
"HID538450",1,1,1,0,0,NA,1,1,0,1,2
"HID538517",NA,1,1,0,0,NA,1,1,0,1,2
"HID538549",1,1,1,0,0,NA,1,1,1,1,2
"HID538765",1,NA,1,0,0,NA,1,1,0,1,2
"HID538968",2,NA,1,0,0,NA,1,1,0,1,2
"HID539064",1,NA,1,0,0,NA,1,1,0,1,2
"HID539106",NA,1,0,0,0,NA,0,1,0,1,2
"HID539257",1,1,1,0,0,NA,1,1,1,1,2
"HID539258",2,1,1,0,1,NA,0,0,0,1,2
"HID539405",1,1,1,0,1,NA,0,1,0,1,2
"HID539484",1,1,1,0,0,NA,1,1,0,1,2
"HID539560",1,NA,1,1,0,NA,1,1,1,2,2
"HID539741",2,NA,NA,0,0,NA,1,0,0,1,2
"HID539820",1,NA,1,0,0,NA,1,1,1,1,2
"HID539954",1,NA,1,0,0,NA,1,1,1,1,2
"HID540072",NA,1,1,0,0,NA,1,0,0,1,2
"HID540099",1,1,1,0,0,NA,1,1,0,1,2
"HID540183",2,NA,1,0,0,NA,1,0,1,1,2
"HID540279",2,NA,1,0,0,NA,1,1,1,1,2
"HID540399",1,NA,0,1,0,NA,1,1,0,1,2
"HID540661",1,NA,NA,0,0,NA,0,0,1,1,2
"HID540689",NA,1,1,1,0,NA,1,1,0,1,2
"HID540760",2,NA,0,0,0,NA,1,0,0,1,2
"HID540881",NA,1,1,0,0,NA,1,1,0,1,2
"HID540915",1,NA,1,0,0,NA,1,1,0,1,2
"HID540946",1,NA,1,0,0,NA,0,1,1,1,2
"HID541033",2,NA,1,0,1,NA,0,1,0,1,2
"HID541038",1,NA,1,0,0,NA,0,1,0,1,1
"HID541059",2,NA,NA,0,0,NA,1,0,1,1,2
"HID541086",1,1,1,0,0,NA,1,1,0,1,2
"HID541093",1,1,1,0,0,NA,1,1,0,1,2
"HID541366",1,NA,1,0,1,NA,1,1,0,1,2
"HID541461",1,NA,1,0,0,NA,0,0,0,1,2
"HID541546",1,1,1,0,0,NA,0,1,0,1,2
"HID541594",1,1,1,0,0,NA,1,0,1,1,2
"HID541629",1,NA,NA,0,0,NA,1,0,1,1,2
"HID541749",2,NA,NA,0,0,NA,1,0,0,1,2
"HID541752",2,1,0,0,0,NA,1,0,0,1,2
"HID541844",NA,1,1,0,0,NA,0,1,0,1,2
"HID541980",1,NA,1,0,0,NA,1,1,0,1,2
"HID542203",NA,NA,1,0,0,NA,0,1,0,1,2
"HID542589",1,1,1,1,0,NA,0,1,0,1,2
"HID542626",1,1,1,0,0,NA,1,1,0,1,2
"HID542679",NA,1,1,0,0,NA,1,1,0,1,2
"HID542819",1,NA,1,0,1,NA,1,1,0,1,2
"HID542957",2,NA,1,0,0,NA,1,1,0,1,2
"HID543060",2,2,NA,0,0,NA,1,0,0,1,2
"HID543156",2,NA,1,0,1,NA,1,1,0,1,2
"HID543221",1,1,1,0,0,NA,1,1,0,1,2
"HID543231",NA,2,1,0,0,NA,0,1,1,1,2
"HID543367",2,1,1,0,0,NA,0,1,1,1,2
"HID543387",1,NA,1,0,0,NA,1,1,0,1,2
"HID543531",1,1,1,0,0,NA,0,1,0,1,2
"HID543603",2,NA,1,0,0,NA,1,0,0,1,2
"HID543626",NA,1,1,0,0,NA,1,1,1,1,2
"HID544090",1,NA,1,0,0,NA,0,1,1,1,2
"HID544172",1,1,1,0,0,NA,1,1,0,1,2
"HID544273",2,NA,1,0,0,NA,1,0,1,1,2
"HID544305",NA,NA,1,1,0,NA,1,1,0,1,2
"HID544437",3,NA,NA,0,0,NA,1,0,0,2,2
"HID544481",2,NA,1,0,0,NA,0,0,0,1,2
"HID544487",1,NA,1,0,0,NA,0,1,0,1,2
"HID544746",1,NA,0,0,0,NA,0,0,0,1,2
"HID544749",2,NA,1,0,0,NA,1,1,0,1,2
"HID544821",1,1,0,0,0,NA,1,1,0,1,2
"HID544935",2,NA,1,0,0,NA,0,1,0,1,2
"HID544985",NA,NA,0,0,1,NA,0,1,0,2,2
"HID545097",1,NA,1,0,0,NA,1,1,1,1,2
"HID545110",1,NA,1,0,0,NA,1,0,0,1,2
"HID545211",2,1,1,0,0,NA,1,1,0,1,2
"HID545221",2,1,1,1,0,NA,0,1,NA,1,2
"HID545321",2,NA,NA,0,0,NA,0,0,0,1,2
"HID545412",1,NA,1,0,0,NA,0,1,1,1,2
"HID545533",NA,1,1,0,0,NA,0,1,0,1,2
"HID545685",2,NA,1,0,1,NA,0,1,0,1,2
"HID545706",1,NA,0,0,0,NA,1,1,0,1,2
"HID545819",1,NA,1,0,0,NA,1,1,0,2,2
"HID545879",NA,1,1,1,0,NA,1,1,0,1,2
"HID545952",NA,1,1,0,0,NA,0,1,0,1,2
"HID545963",NA,NA,1,0,0,NA,1,1,0,2,2
"HID545983",2,1,1,1,0,NA,1,1,0,1,2
"HID546023",1,1,1,0,0,NA,1,1,1,1,2
"HID546036",2,1,1,0,1,NA,1,1,1,1,2
"HID546143",1,NA,1,0,0,NA,1,0,0,1,2
"HID546159",1,1,NA,0,0,NA,1,0,0,1,2
"HID546169",1,NA,0,1,0,NA,1,1,0,2,2
"HID546256",NA,NA,1,0,0,NA,0,1,0,1,2
"HID546305",NA,NA,1,0,0,NA,0,1,1,1,2
"HID546381",2,1,1,0,0,NA,1,1,1,1,2
"HID546421",1,1,1,0,0,NA,1,1,0,1,2
"HID546511",1,1,1,1,0,NA,1,1,1,2,2
"HID546528",1,NA,1,0,0,NA,1,1,0,1,2
"HID546593",2,NA,1,0,0,NA,0,1,0,1,2
"HID546612",2,1,1,0,0,NA,0,1,1,1,2
"HID546700",1,NA,1,0,0,NA,1,1,0,1,2
"HID546738",1,1,1,0,0,NA,0,1,0,2,2
"HID546771",2,1,1,0,0,NA,0,1,0,1,2
"HID546842",2,2,0,0,0,NA,1,1,0,1,2
"HID546958",1,NA,1,0,0,NA,1,1,1,1,2
"HID547087",2,NA,0,0,0,NA,1,1,0,1,2
"HID547126",2,NA,1,0,0,NA,1,1,1,1,2
"HID547140",1,1,1,0,0,NA,1,1,0,1,2
"HID547202",2,NA,1,0,0,NA,1,0,0,2,2
"HID547235",2,NA,1,0,0,NA,1,1,0,1,2
"HID547375",1,NA,1,0,0,NA,1,1,1,1,2
"HID547419",NA,1,1,0,0,NA,0,1,0,1,2
"HID547480",1,NA,1,0,0,NA,1,1,1,1,2
"HID547573",1,NA,0,1,0,NA,0,1,0,2,2
"HID547630",1,NA,1,0,0,NA,0,1,0,1,2
"HID547660",2,NA,0,0,0,NA,1,1,0,1,2
"HID547709",2,1,0,0,0,NA,1,1,0,2,2
"HID547888",1,1,1,0,0,NA,1,1,0,1,2
"HID547968",1,1,1,1,0,NA,1,1,0,1,2
"HID548022",NA,1,1,0,1,NA,1,1,1,1,2
"HID548032",1,NA,NA,0,0,NA,1,0,1,1,2
"HID548078",2,NA,1,0,0,NA,0,0,0,1,2
"HID548117",2,NA,1,1,0,NA,0,1,0,1,2
"HID548136",2,NA,1,0,0,NA,1,0,0,1,2
"HID548243",1,1,1,0,0,NA,1,1,0,1,2
"HID548270",NA,1,1,0,0,NA,1,1,0,1,2
"HID548298",1,1,1,0,0,NA,1,1,0,1,2
"HID548319",NA,1,1,1,0,NA,0,1,1,1,2
"HID548344",NA,1,0,1,1,NA,0,1,0,1,2
"HID548401",1,NA,1,0,0,NA,0,1,0,1,2
"HID548583",1,1,0,1,0,NA,1,1,0,2,2
"HID548675",1,NA,1,0,0,NA,1,1,0,1,2
"HID548683",1,NA,NA,0,0,NA,1,0,1,1,2
"HID548886",2,NA,1,0,0,NA,1,1,1,1,2
"HID548941",1,NA,1,0,0,NA,0,1,0,1,2
"HID548998",2,NA,0,0,0,NA,0,0,0,1,2
"HID549123",1,NA,1,0,0,NA,1,1,0,1,2
"HID549447",1,NA,1,0,0,NA,1,1,1,1,2
"HID549453",NA,1,0,0,0,NA,0,1,0,1,2
"HID549495",1,NA,NA,0,0,NA,1,0,0,1,2
"HID549515",NA,1,1,0,0,NA,0,1,1,1,2
"HID549649",1,NA,1,1,0,NA,0,1,1,1,2
"HID549653",1,NA,1,0,0,NA,0,0,0,1,2
"HID549684",2,1,1,1,1,NA,0,1,1,2,2
"HID549783",2,NA,1,0,0,NA,0,1,1,1,2
"HID549784",1,NA,1,1,0,NA,0,1,0,2,2
"HID549833",1,NA,1,0,0,NA,1,1,0,1,2
"HID549835",NA,1,1,0,0,NA,1,1,0,1,2
"HID549838",1,1,1,0,0,NA,0,1,0,2,1
"HID549907",2,NA,1,0,0,NA,0,1,0,1,2
"HID550190",1,1,1,0,0,NA,0,1,0,1,2
"HID550215",NA,NA,1,0,0,NA,0,1,0,1,2
"HID550338",1,1,1,0,0,NA,1,1,0,1,2
"HID550340",1,NA,1,0,0,NA,0,1,0,1,2
"HID550539",1,NA,1,1,0,NA,0,1,0,2,2
"HID550667",NA,1,1,0,0,NA,1,1,1,2,2
"HID551105",1,NA,1,1,0,NA,1,1,0,1,2
"HID551164",1,NA,1,0,0,NA,1,0,0,1,2
"HID551230",1,1,1,0,0,NA,0,1,0,1,2
"HID551233",1,NA,1,0,0,NA,0,0,0,1,2
"HID551364",1,NA,1,0,0,NA,0,0,0,2,2
"HID551401",1,1,1,0,0,NA,1,1,0,1,2
"HID551508",NA,1,1,0,0,NA,0,1,0,1,2
"HID551867",1,NA,1,0,0,NA,1,0,0,1,2
"HID551939",2,2,1,0,0,NA,0,1,1,1,2
"HID552014",NA,1,1,0,0,NA,1,1,1,1,2
"HID552040",1,1,1,0,0,NA,0,1,1,1,2
"HID552055",1,1,0,1,0,NA,0,1,1,1,2
"HID552084",2,NA,1,0,0,NA,0,1,1,2,2
"HID552187",1,1,1,1,0,NA,1,1,1,1,2
"HID552247",2,1,1,0,0,NA,0,1,0,1,2
"HID552296",2,NA,0,0,0,NA,1,0,0,1,2
"HID552315",NA,2,1,0,1,NA,0,1,0,1,2
"HID552349",2,NA,1,0,0,NA,1,1,1,1,2
"HID552409",2,1,1,0,0,NA,0,1,0,1,2
"HID552443",2,1,1,0,1,NA,1,0,0,1,2
"HID552495",2,NA,1,1,0,NA,1,0,0,1,2
"HID552504",NA,1,1,1,0,NA,1,1,0,1,2
"HID552582",1,1,1,0,0,NA,1,1,1,1,2
"HID552621",1,NA,1,0,1,NA,1,1,1,2,2
"HID552658",1,NA,1,0,0,NA,1,1,0,1,2
"HID552705",1,NA,NA,0,0,NA,1,0,0,1,2
"HID552716",1,NA,1,0,0,NA,0,0,0,1,2
"HID552720",1,1,1,0,0,NA,0,1,0,1,2
"HID552867",NA,1,1,0,0,NA,0,1,0,1,2
"HID552993",NA,1,0,0,0,NA,1,1,0,1,2
"HID553011",1,NA,1,0,0,NA,1,0,1,1,2
"HID553013",NA,1,0,0,0,NA,0,1,0,1,2
"HID553026",1,1,1,0,0,NA,1,1,0,1,2
"HID553037",1,1,1,0,0,NA,0,1,0,2,2
"HID553048",2,NA,NA,0,1,NA,1,0,0,2,2
"HID553061",1,NA,0,1,1,NA,1,1,0,2,2
"HID553078",2,NA,NA,0,0,NA,1,0,0,1,2
"HID553083",NA,2,0,0,0,NA,0,0,0,2,2
"HID553123",1,1,1,0,0,NA,1,1,0,1,2
"HID553301",NA,1,0,0,0,NA,1,1,0,1,2
"HID553420",1,1,0,0,0,NA,1,1,1,2,2
"HID553476",NA,NA,1,1,0,NA,1,1,0,2,2
"HID553539",1,2,1,0,0,NA,1,1,0,1,2
"HID553645",2,NA,1,0,0,NA,0,0,0,1,2
"HID553712",2,NA,1,0,1,NA,1,1,1,1,2
"HID553768",2,1,1,0,1,NA,1,1,0,1,2
"HID553811",1,NA,1,1,0,NA,1,1,0,1,2
"HID553853",2,NA,NA,0,0,NA,1,0,1,1,1
"HID553874",1,1,1,0,0,NA,1,0,0,1,2
"HID553979",1,NA,0,0,0,NA,0,1,1,2,2
"HID554101",NA,NA,1,1,0,NA,1,0,1,2,2
"HID554116",2,NA,1,1,0,NA,1,1,0,1,2
"HID554126",2,1,1,0,0,NA,0,1,0,1,2
"HID554438",1,NA,1,0,0,NA,1,1,1,1,2
"HID554504",NA,1,1,0,0,NA,1,1,0,1,2
"HID554766",1,1,1,0,0,NA,1,1,0,1,2
"HID554783",2,NA,NA,0,0,NA,1,0,0,1,2
"HID554891",1,NA,0,0,1,NA,1,0,0,1,2
"HID555037",1,NA,1,0,0,NA,1,1,0,1,2
"HID555494",1,NA,0,0,0,NA,0,0,0,1,2
"HID555554",2,NA,1,1,0,NA,0,1,0,2,2
"HID555869",NA,NA,NA,0,0,NA,1,0,0,1,2
"HID555880",2,NA,NA,0,0,NA,0,0,0,1,2
"HID556017",NA,1,1,0,0,NA,1,1,0,1,2
"HID556052",NA,1,0,0,1,NA,0,1,0,1,2
"HID556216",2,NA,NA,0,0,NA,0,0,0,1,2
"HID556248",1,1,1,0,0,NA,1,1,0,1,2
"HID556347",1,NA,1,0,1,NA,1,1,1,1,2
"HID556383",1,NA,1,0,0,NA,1,1,1,1,2
"HID556406",1,1,1,0,0,NA,1,1,0,1,2
"HID556487",1,1,0,0,0,NA,1,1,0,1,2
"HID556517",NA,1,1,0,1,NA,1,0,0,2,2
"HID556520",1,NA,1,0,0,NA,0,0,0,2,2
"HID556581",2,NA,1,0,0,NA,0,1,0,1,2
"HID556652",1,1,1,0,0,NA,1,1,0,1,2
"HID556893",1,NA,NA,0,0,NA,1,0,1,1,2
"HID556922",1,NA,0,0,0,NA,0,1,1,2,2
"HID556946",2,NA,0,0,0,NA,0,0,0,1,2
"HID556974",1,NA,1,0,0,NA,0,1,0,1,2
"HID556999",2,2,1,0,0,NA,0,1,1,1,2
"HID557000",2,NA,1,0,1,NA,0,1,1,1,2
"HID557215",1,NA,1,0,0,NA,1,1,0,1,2
"HID557293",NA,1,NA,0,0,NA,1,0,1,1,2
"HID557348",NA,2,NA,0,0,NA,1,0,0,1,2
"HID557364",1,1,1,0,0,NA,1,1,1,1,2
"HID557475",2,NA,1,0,0,NA,0,1,0,1,2
"HID557583",1,1,1,0,0,NA,1,1,0,1,2
"HID557606",2,1,1,0,0,NA,1,1,0,1,2
"HID557634",2,NA,1,0,0,NA,0,0,0,1,2
"HID557780",1,NA,1,0,0,NA,0,0,1,1,2
"HID557794",1,NA,NA,0,0,NA,1,0,1,1,2
"HID557809",2,NA,1,1,0,NA,1,1,0,1,2
"HID557907",NA,1,1,1,0,NA,1,1,1,1,2
"HID557930",1,NA,1,0,0,NA,1,0,1,2,2
"HID558027",2,NA,0,0,0,NA,0,0,0,2,2
"HID558049",NA,1,0,0,0,NA,1,1,0,1,2
"HID558122",NA,NA,0,0,0,NA,1,1,0,1,2
"HID558201",1,NA,1,0,0,NA,1,1,0,1,2
"HID558304",2,NA,1,0,0,NA,1,0,0,1,2
"HID558399",1,NA,1,0,0,NA,1,0,1,1,2
"HID558402",1,1,1,0,0,NA,1,1,0,1,2
"HID558508",NA,1,1,0,0,NA,0,1,1,1,2
"HID558696",NA,1,1,1,0,NA,0,0,1,1,2
"HID558725",NA,1,1,1,0,NA,1,1,0,1,2
"HID558739",2,NA,0,0,0,NA,1,0,1,1,2
"HID558854",1,NA,0,0,0,NA,1,1,0,1,2
"HID558859",1,NA,1,0,0,NA,0,1,0,1,2
"HID559010",NA,1,1,0,0,NA,1,1,0,2,1
"HID559023",1,NA,1,0,0,NA,1,1,0,1,2
"HID559201",1,NA,1,0,1,NA,0,1,0,1,2
"HID559205",NA,1,1,0,0,NA,1,0,0,1,2
"HID559299",2,NA,1,0,0,NA,0,0,0,1,2
"HID559311",2,NA,NA,0,0,NA,1,0,1,1,2
"HID559346",1,NA,0,0,0,NA,0,1,0,1,2
"HID559567",1,NA,1,1,0,NA,1,1,0,1,2
"HID559873",NA,1,0,0,0,NA,1,1,1,1,2
"HID559877",2,NA,NA,0,0,NA,1,0,1,2,2
"HID560008",NA,1,1,0,0,NA,0,1,0,1,2
"HID560015",1,NA,1,0,0,NA,1,1,0,2,2
"HID560030",NA,1,1,0,0,NA,1,1,0,1,2
"HID560153",NA,1,1,0,0,NA,1,1,1,1,2
"HID560250",2,1,1,0,1,NA,1,1,1,1,2
"HID560316",1,1,1,0,0,NA,1,1,0,2,2
"HID560389",1,1,1,0,0,NA,1,1,0,1,2
"HID560394",NA,1,1,0,0,NA,1,1,0,1,2
"HID560410",2,2,1,0,0,NA,1,1,0,1,2
"HID560442",NA,NA,0,0,0,NA,1,1,0,1,2
"HID560510",NA,1,1,0,1,NA,0,1,1,1,2
"HID560607",1,1,1,0,0,NA,1,1,0,1,2
"HID560704",2,2,1,0,0,NA,0,1,0,2,2
"HID560876",1,NA,1,1,0,NA,1,0,0,2,2
"HID560981",NA,2,1,0,0,NA,1,1,0,1,2
"HID561068",2,NA,NA,0,0,NA,0,0,1,1,2
"HID561106",1,NA,1,1,0,NA,1,1,0,1,2
"HID561109",2,NA,1,0,0,NA,0,0,1,1,2
"HID561119",1,NA,1,0,0,NA,1,1,0,1,2
"HID561189",2,1,1,0,0,NA,1,1,0,1,2
"HID561227",1,NA,1,0,0,NA,0,1,1,1,2
"HID561316",1,NA,NA,0,0,NA,1,0,0,1,2
"HID561376",NA,1,0,0,0,NA,1,1,0,1,2
"HID561516",NA,1,0,1,0,NA,1,1,0,1,2
"HID561575",2,NA,1,0,0,NA,1,1,0,1,2
"HID561582",NA,2,0,0,1,NA,0,1,1,1,2
"HID561670",2,NA,1,0,0,NA,1,1,0,1,2
"HID561678",2,NA,0,0,0,NA,0,0,0,1,2
"HID561807",2,NA,1,0,0,NA,1,1,0,1,2
"HID561848",1,NA,1,0,0,NA,1,1,0,1,2
"HID562068",1,1,1,0,0,NA,0,1,1,1,2
"HID562116",1,1,1,0,0,NA,1,1,0,2,1
"HID562117",NA,1,NA,0,0,NA,0,0,1,1,2
"HID562182",1,1,1,0,0,NA,0,1,1,2,2
"HID562240",NA,1,1,1,0,NA,1,1,0,1,2
"HID562264",1,NA,1,0,0,NA,0,1,1,2,2
"HID562388",2,1,1,0,0,NA,0,1,0,1,2
"HID562553",2,2,1,0,0,NA,1,1,1,1,2
"HID562594",2,NA,1,0,1,NA,0,1,0,2,2
"HID562674",1,NA,1,1,0,NA,1,1,0,1,2
"HID562778",2,1,0,0,0,NA,1,0,1,1,2
"HID562904",NA,1,1,1,0,NA,1,1,0,1,2
"HID563064",2,NA,0,0,0,NA,0,0,1,1,2
"HID563075",NA,NA,0,0,0,NA,1,0,0,2,2
"HID563181",2,NA,1,1,0,NA,1,0,1,1,2
"HID563367",1,NA,0,0,0,NA,1,1,1,1,2
"HID563368",2,NA,1,0,0,NA,0,0,0,1,2
"HID563484",NA,1,0,0,0,NA,1,1,1,2,2
"HID563490",1,NA,1,0,0,NA,1,1,1,1,2
"HID563510",2,NA,1,0,0,NA,1,1,0,2,2
"HID563672",1,1,0,0,0,NA,1,1,1,1,2
"HID563793",2,2,1,0,0,NA,0,1,0,1,2
"HID563932",2,NA,1,0,0,NA,0,1,1,1,2
"HID563967",NA,1,1,0,0,NA,1,0,0,1,2
"HID564006",1,NA,NA,0,0,NA,1,0,1,1,2
"HID564148",1,NA,1,0,0,NA,1,1,0,1,2
"HID564202",2,NA,NA,0,0,NA,1,0,0,1,2
"HID564241",NA,1,1,0,0,NA,1,1,0,1,2
"HID564378",NA,1,1,0,0,NA,1,1,0,1,2
"HID564480",NA,1,1,0,1,NA,1,1,0,1,2
"HID564558",2,NA,1,0,1,NA,1,1,0,1,2
"HID564637",1,1,0,0,0,NA,1,0,0,1,2
"HID564676",2,1,1,0,0,NA,1,1,0,1,2
"HID564689",2,NA,1,0,0,NA,0,1,1,1,2
"HID564744",NA,1,1,0,1,NA,1,1,0,1,2
"HID564768",2,1,1,0,0,NA,1,1,0,1,2
"HID564911",2,NA,0,0,0,NA,1,1,1,1,2
"HID564936",NA,1,1,0,0,NA,1,1,0,1,2
"HID564942",1,1,0,1,1,NA,0,1,0,1,2
"HID564976",2,NA,1,0,0,NA,1,1,0,1,2
"HID565051",NA,NA,NA,0,0,NA,1,0,0,1,2
