"hhid","province","raised_Poultry","raised_cattle_buffalo","raised_Livestock","raised_Livestock_Poultry","ag_area","ag_hh","zone","fhh","edu_hh","edu_hh_head","covid_shock","ag_comm","ag_assoc","ag_comm_assoc","animal_area","animal_ded_area","homelot_area","parcel_area","holding_area","animal_area_rate","rice","rice_harv_sold_pct","sold_rice","rice_area_agland_pct","rice_area_total_pct","rice_price_impt","value_rice_prod","rice_price","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price","animal_disease","irrigation","drought","flood","ag_extension_training","family_hours","family_full_days","family_work_days"
"HID602223",20,1,1,1,1,0.5088,1,"Plain",0,2,2,0,0,0,0,0.004600000102073,1,0.1,0.5,0.60000002,0.0076666665,1,0,0,0.9827044,0.83333331,1,540000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,1200,150,480
"HID602246",14,1,0,0,1,1.1014,1,"Plain",0,2,1,0,1,0,1,0.0001999999949476,1,0.0288,1.1,1.1288,0.00017717929,1,0.40000001,1,0.99872887,0.97448617,0,5000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,720,90,180
"HID602273",15,1,1,1,1,7.0064,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,1,7,8,4.9999999e-05,1,0.375,1,0.99908656,0.875,0,14400000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,672,84,174
"HID602276",14,1,1,1,1,0.5595,1,"Plain",0,2,2,0,0,0,0,0.0015000000130385,1,0.24,0.55,0.79000002,0.0018987341,1,0.3125,1,0.98302054,0.69620252,0,6000000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1367,170.875,353
"HID602311",21,NA,NA,NA,NA,1,1,"Plain",0,0,0,0,0,0,0,NA,0,0.05,1,1.05,NA,1,0.5,1,1,0.95238101,0,10400000,650,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,450,56.25,90
"HID602555",8,NA,NA,NA,NA,0.12,1,"Plain",0,2,1,0,0,0,0,NA,0,0.007,0.12,0.127,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,3000,375,540
"HID602672",20,1,1,1,1,0.9639,1,"Plain",0,1,0,0,0,0,0,0.0023000000510365,1,0.1,0.89,0.99000001,0.0023232324,1,0,0,0.92333227,0.89898992,1,3510000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1890,236.25,810
"HID602822",7,1,0,0,1,0.626,1,"Coastal",0,2,1,0,0,1,0,0.0020000000949949,1,0.0485,0.66,0.70850003,0.0028228653,1,0,0,0.99041533,0.87508816,1,1836000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3090,386.25,690
"HID602889",14,1,1,1,1,0.0056,1,"Plain",1,2,1,0,0,0,0,0.0006000000284985,1,0.0315,NA,0.031500001,0.01904762,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,3082,385.25,413
"HID603106",14,1,1,1,1,4.5635,1,"Plain",1,2,1,0,0,0,0,0.0035000001080334,1,0.19,3.75,3.9400001,0.00088832487,1,0.390625,1,0.96636355,1.1192893,0,32000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,960,120,660
"HID603202",25,1,0,0,1,0.323,1,"Plain",1,2,1,0,0,0,0,0.003000000026077,1,0.0604,0.32,0.3804,0.0078864349,1,0,0,0.77399379,0.65720296,1,1330000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1160,145,322
"HID603258",21,1,0,0,1,0.7019,1,"Plain",0,2,1,0,0,0,0,0.00089999998454,1,0.3,0.641,0.94099998,0.00095642934,1,0.5,1,0.77646387,0.57917112,0,6300000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2400,300,300
"HID603380",20,1,1,1,1,0.2542,1,"Plain",0,2,2,0,0,0,0,0.0012000000569969,1,0.05,0.25,0.30000001,0.0040000002,1,0,0,0.98347759,0.83333331,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,263,32.875,263
"HID603383",6,1,0,0,1,0.5004,1,"Tonle Sap",0,1,1,0,0,0,0,0.0001999999949476,1,0.001,0.5,0.50099999,0.00039920158,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1091,136.375,311
"HID603432",20,1,1,1,1,0.143,1,"Plain",0,2,1,0,0,0,0,0.003000000026077,1,0.1,0.1,0.2,0.015,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1476,184.5,576
"HID603468",25,1,0,0,1,0.2424,1,"Plain",0,2,1,0,0,0,0,0.0003999999898952,1,0.075,0.2,0.27500001,0.0014545454,1,0,0,0.82508248,0.72727269,1,399000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1500,187.5,425
"HID603499",2,1,0,0,1,1.02,1,"Tonle Sap",1,2,1,0,0,0,0,0.0099999997764826,1,0.16,NA,0.16,0.0625,1,0.2,1,0.98039216,6.25,0,4800000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,124,15.5,33
"HID603546",6,1,1,1,1,4.014,1,"Tonle Sap",0,2,0,0,0,0,0,0.0040000001899898,1,0.1,3,3.0999999,0.0012903226,1,0,0,0.99651223,1.2903227,1,5400000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,2880,360,480
"HID603572",14,1,0,0,1,5e-04,1,"Plain",1,1,1,0,0,0,0,NA,0,0.07,NA,0.07,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1872,234,312
"HID603605",5,1,1,1,1,1.5012,1,"Mountain",0,2,2,0,0,0,0,0.0012000000569969,1,0.075,1.5,1.575,0.00076190475,1,0.25,1,0.99920064,0.9523809,0,4400000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,460,57.5,170
"HID603758",3,1,0,0,1,0.2615,1,"Plain",0,1,1,0,0,0,0,0.0005000000237487,1,0.03,0.26,0.28999999,0.001724138,1,0,0,0.99426389,0.89655173,1,900000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,240,30,60
"HID603979",14,1,1,1,1,1.19,1,"Plain",1,2,1,0,0,0,0,0.100000001490116,1,0.6,0.89,1.49,0.067114092,1,0,0,0.74789917,0.59731543,1,3906000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,720,90,180
"HID604125",13,1,0,0,1,3.551,1,"Mountain",1,1,1,0,1,0,1,0.0010000000474975,1,0.15,3.5,3.6500001,0.0002739726,1,0.25,1,0.98563784,0.95890409,0,9200000,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3450,431.25,450
"HID604132",8,1,1,1,1,0.172,1,"Plain",0,2,2,0,0,0,0,0.0020000000949949,1,0.0175,NA,0.0175,0.11428572,1,0,0,0.98837209,9.7142859,1,900000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,720,90,240
"HID604140",19,1,1,1,1,2.05,1,"Mountain",0,2,2,0,0,0,0,0.0099999997764826,1,0.14,2,2.1400001,0.004672897,1,0,0,0.97560978,0.93457937,1,8000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,5400,675,1440
"HID604203",2,1,1,1,1,2.015,1,"Tonle Sap",0,1,1,0,0,0,0,0.0049999998882413,1,0.4,2,2.4000001,0.0020833332,1,0.41666666,1,0.99255586,0.83333331,0,12000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,900,112.5,120
"HID604278",NA,1,0,0,1,0.0013,1,"",0,1,1,0,0,0,0,0.0007999999797903,1,0.008,NA,0.0080000004,0.099999994,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1800,225,600
"HID604309",17,1,0,0,1,0.016,1,"Tonle Sap",0,3,3,0,0,0,0,0.0099999997764826,1,0.016,NA,0.016000001,0.62499994,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,0,0,0
"HID604341",4,1,0,0,1,6.503,1,"Tonle Sap",0,1,1,0,0,0,0,0.003000000026077,1,0.34,6.5,6.8400002,0.00043859647,1,0.46666667,1,0.46132556,0.43859649,0,24000000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,720,90,144
"HID604446",17,1,0,0,1,10.0012,1,"Tonle Sap",0,1,1,0,0,0,0,0.0012000000569969,1,0.08,10,10.08,0.00011904763,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,832,104,208
"HID604514",12,1,1,1,1,2.20575,1,"Phnom Penh",0,3,1,0,0,0,0,0.0007500000065193,1,0.1105,2.2,2.3104999,0.00032460509,1,0.3515625,1,0.90672106,0.86561352,0,11673600,1200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,870,108.75,180
"HID604536",4,1,0,0,1,1.6414,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,0.015,1,1.015,0.00039408865,1,0.34999999,1,0.609236,0.98522168,0,9200000,920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,540,67.5,135
"HID604554",14,1,1,1,1,1.3906,1,"Plain",0,2,2,0,0,0,0,0.0006000000284985,1,0.072,1.11,1.182,0.00050761423,1,0.25,1,0.99956852,1.1759729,0,8000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,168,21,96
"HID604745",10,1,1,1,1,0.7015,1,"Mountain",1,1,1,0,0,0,0,0.0015000000130385,1,0.045,1.7,1.745,0.00085959886,1,0,0,0.99786174,0.40114614,1,1200000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,0,0,240,30,30
"HID604902",21,NA,NA,NA,NA,0.7776,1,"Plain",1,2,2,0,0,0,0,NA,0,0.03,0.7776,0.80760002,NA,1,0.25,1,1,0.9628529,0,3200000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,48,6,16
"HID605006",8,1,1,1,1,0.205,1,"Plain",0,2,2,0,0,0,0,0.0049999998882413,1,0.25,NA,0.25,0.02,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,360,45,360
"HID605074",8,1,0,0,1,0.5016,1,"Plain",0,2,1,0,0,0,0,0.0006000000284985,1,0.032,0.5,0.53200001,0.0011278196,1,0,0,0.9968102,0.93984962,1,2520000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,360,45,180
"HID605103",5,1,1,1,1,1.014,1,"Mountain",0,2,1,0,0,0,0,0.0040000001899898,1,0.02,1.01,1.03,0.0038834955,1,0.10869565,1,0.99605525,0.98058254,0,5060000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,201,25.125,48
"HID605105",1,1,0,1,1,0.003,1,"Tonle Sap",0,0,0,0,0,0,0,0.0020000000949949,1,0.03,NA,0.029999999,0.06666667,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1716,214.5,684
"HID605114",5,1,1,1,1,0.401,1,"Mountain",0,2,1,0,0,0,0,0.0010000000474975,1,0.12,0.4,0.51999998,0.001923077,1,0,0,0.99750626,0.76923078,1,1232000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1024,128,120
"HID605117",10,1,0,0,1,1.5012,1,"Mountain",0,1,1,1,1,0,1,0.0012000000569969,1,0.0072,1.5,1.5072,0.00079617836,0,NA,NA,NA,NA,0,NA,NA,1,0,1.5,0,NA,NA,NA,NA,0.99920064,0.99522293,0,NA,NA,1,1,0,0,1,1185,148.125,165
"HID605139",5,1,0,0,1,0.1506,1,"Mountain",1,1,1,0,0,0,0,0.0006000000284985,1,0.3,NA,0.30000001,0.0020000001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1280,160,160
"HID605459",25,NA,NA,NA,NA,1.5,1,"Plain",0,3,2,0,0,0,0,NA,0,0.092,2,2.092,NA,0,NA,NA,NA,NA,0,NA,NA,1,0,1.5,0,NA,NA,NA,NA,1,0.71701723,0,NA,NA,0,0,0,0,0,72,9,24
"HID605488",7,1,1,1,1,0.6924,1,"Coastal",0,1,1,1,0,0,0,0.0030499999411404,1,0.2,NA,0.2,0.015249999,1,0.20454545,1,0.72212595,2.5,0,2420000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,192,24,96
"HID605493",10,1,0,0,1,0.3958,1,"Mountain",0,2,2,0,0,0,0,0.0006000000284985,1,0.02,0.38,0.40000001,0.0015,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,288,36,48
"HID605572",19,1,1,1,1,3.5054,1,"Mountain",0,1,0,0,0,0,0,0.0054000001400709,1,0.15,3.5,3.6500001,0.001479452,1,0,0,0.42791122,0.41095889,1,5000000,1000,1,0.5,2,200,2,98,0.49000001,1,0.5705483,0.5479452,0,1000000,5000,0,0,0,0,0,972,121.5,324
"HID605651",2,1,1,1,1,0.81,1,"Tonle Sap",0,2,2,0,0,0,0,0.0500000007450581,1,0.16,NA,0.16,0.3125,1,0,0,0.81481481,4.125,1,3240000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,0,1,7200,900,1800
"HID605660",12,1,0,0,1,5e-04,1,"Phnom Penh",0,2,1,1,0,0,0,0.0005000000237487,1,0.003,0.0205,0.023499999,0.021276597,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,270,33.75,270
"HID605694",5,1,1,1,1,0.59,1,"Mountain",0,2,1,0,0,0,0,0.0099999997764826,1,0.31,0.31,0.62,0.016129032,1,0,0,0.45762712,0.43548387,1,616000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,76,9.5,38
"HID605760",4,1,1,1,1,0.8288,1,"Tonle Sap",0,2,NA,0,0,0,0,0.0043999999761581,1,0.06,NA,0.059999999,0.073333338,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2400,300,300
"HID605782",7,1,0,0,1,0.7997,1,"Coastal",0,1,1,0,0,0,0,0.0199999995529652,1,0.24,0.71,0.94999999,0.021052631,1,0,0,0.88783294,0.74736845,1,4080000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,720,90,240
"HID605823",25,NA,NA,NA,NA,0,0,"Plain",1,1,1,0,0,0,0,NA,0,0.02,NA,0.02,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1920,240,420
"HID605851",2,1,0,0,1,2.35,1,"Tonle Sap",1,2,2,0,0,0,0,0.100000001490116,1,0.45,2,2.45,0.040816326,1,0.47916666,1,0.85106385,0.8163265,0,22800000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,480,60,60
"HID605956",20,1,1,1,1,1.49395,1,"Plain",0,2,2,0,0,0,0,0.0032500000670552,1,2.5,1.49,3.99,0.00081453635,1,0.125,1,0.997356,0.37343359,0,7200000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1488,186,768
"HID606141",25,NA,NA,NA,NA,5,1,"Plain",0,1,0,0,0,0,0,NA,0,0.0225,5,5.0225,NA,0,NA,NA,NA,NA,0,NA,NA,1,0,5,0,NA,NA,NA,NA,1,0.99552017,0,NA,NA,0,0,0,0,0,250,31.25,50
"HID606191",10,1,0,0,1,1.5019,1,"Mountain",0,1,0,0,0,0,0,0.0003999999898952,1,0.023,1.5,1.523,0.00026263951,0,NA,NA,NA,NA,0,NA,NA,1,1,1,500,0,250,0.5,1,0.66582328,0.65659881,0,1000000,2000,0,0,0,0,0,696,87,348
"HID606204",12,1,0,0,1,1.7508,1,"Phnom Penh",0,2,1,0,0,0,0,0.0007999999797903,1,0.056,1.7,1.756,0.00045558086,1,0.15306123,1,0.9709847,0.96810931,0,11760000,1200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,264,33,132
"HID606252",16,1,0,0,1,3.7051,1,"Mountain",0,0,NA,1,0,0,0,9.99999974738e-05,1,0.008,3.705,3.7130001,2.6932399e-05,0,NA,NA,NA,NA,0,NA,NA,1,3.7,3.7,1000,0,500,0.5,1,0.99862349,0.99649876,0,1500000,1500,0,0,0,0,0,4620,577.5,660
"HID606255",3,1,0,0,1,0.1344,1,"Plain",1,2,1,0,0,0,0,0.0696000009775162,1,0.0696,NA,0.069600001,1,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2,0.25,2
"HID606418",17,1,0,0,1,2.1504,1,"Tonle Sap",0,2,2,0,0,0,0,0.0003999999898952,1,0.16,NA,0.16,0.0024999999,1,0,0,0.93005955,12.5,1,2850000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1766,220.75,257
"HID606435",6,1,0,0,1,6e-04,1,"Tonle Sap",0,1,1,0,0,0,0,0.0006000000284985,1,0.0035,NA,0.0035000001,0.17142858,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0
"HID606537",14,1,1,1,1,0.77,1,"Plain",0,2,2,0,0,0,0,0.100000001490116,1,0.5,NA,0.5,0.2,1,0,0,0.87012988,1.34,1,2139000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1170,146.25,234
"HID606658",14,1,1,1,1,0.526,1,"Plain",1,2,1,0,1,0,1,0.003000000026077,1,0.06,0.52,0.57999998,0.0051724138,1,0,0,0.98859316,0.89655173,1,1860000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,1,1840,230,406
"HID606684",2,1,1,1,1,0.08,1,"Tonle Sap",0,1,1,0,0,0,0,0.0799999982118607,1,0.0888,NA,0.088799998,0.9009009,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3360,420,420
"HID606704",1,1,0,0,1,5.1253,1,"Tonle Sap",0,2,1,0,0,0,0,0.0003000000142492,1,0.0072,NA,0.0071999999,0.041666668,1,0.2857143,1,0.97555268,694.44446,0,14000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,960,120,480
"HID606794",6,1,0,0,1,0.598,1,"Tonle Sap",0,3,2,0,0,0,0,0.0010000000474975,1,0.105,0.5,0.60500002,0.0016528926,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2786,348.25,501
"HID606906",3,1,1,1,1,0.1809,1,"Plain",0,2,0,0,0,0,0,0.00089999998454,1,0.05,0.18,0.23,0.0039130435,1,0.25,1,0.99502486,0.78260869,0,3600000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,270,33.75,90
"HID607045",4,1,1,1,1,1.608,1,"Tonle Sap",0,2,1,0,0,0,0,0.0070000002160668,1,0.0576,0.8,0.85759997,0.0081623141,1,0,0,0.99502486,1.8656718,1,2700000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,2400,300,300
"HID607072",8,1,0,0,1,0.662,1,"Plain",0,2,2,1,1,1,1,0.0099999997764826,1,0.08,0.597,0.67699999,0.014771049,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,1,4800,600,792
"HID607101",4,1,1,1,1,0.501,1,"Tonle Sap",0,2,1,1,0,0,0,0.0010000000474975,1,0.0035,NA,0.0035000001,0.2857143,1,0.25,1,0.99800402,142.85713,0,2000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,1,1056,132,132
"HID607223",11,NA,NA,NA,NA,31.803,1,"Mountain",0,2,2,0,0,0,0,NA,0,0.48,26.8,27.280001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1440,180,180
"HID607249",5,NA,NA,NA,NA,0.201,1,"Mountain",0,1,1,0,0,0,0,NA,0,0.026,0.2,0.226,NA,1,0,0,0.99502486,0.88495576,1,1716000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,480,60,120
"HID607395",14,1,1,1,1,0.53,1,"Plain",0,1,1,0,0,0,0,0.0799999982118607,1,0.2044,0.4,0.60439998,0.13236268,1,0,0,0.75471699,0.66181338,1,3720000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,406,50.75,181
"HID607473",21,1,0,0,1,0.0402,1,"Plain",0,2,2,0,0,0,0,0.0001999999949476,1,0.05,NA,0.050000001,0.0039999997,1,0,0,0.99502486,0.80000001,1,372000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,20,2.5,20
"HID607670",12,1,0,0,1,0,0,"Phnom Penh",1,3,1,0,0,0,0,NA,0,0.0336,0.12,0.15359999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1440,180,1080
"HID607882",10,1,1,1,1,10.0852,1,"Mountain",0,1,0,0,0,0,0,0.0851999968290329,1,0.09,10,10.09,0.0084440038,0,NA,NA,NA,NA,0,NA,NA,1,6,10,24000,0,12000,0.5,1,0.991552,0.99108028,0,96000000,4000,0,0,0,0,0,6480,810,720
"HID607944",10,NA,NA,NA,NA,6.0015,1,"Mountain",0,1,1,0,0,0,0,NA,0,0.0255,6,6.0254998,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2220,277.5,471
"HID607949",17,NA,NA,NA,NA,0.0245,1,"Tonle Sap",1,2,1,0,0,0,0,NA,0,0.14,NA,0.14,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,3920,490,600
"HID607951",9,1,0,0,1,0.001,1,"Coastal",1,2,0,0,0,0,0,0.0003999999898952,1,0.25,NA,0.25,0.0016,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1000,125,350
"HID607989",2,1,0,0,1,0.0752,1,"Tonle Sap",1,1,1,0,0,0,0,0.0375999994575977,1,0.04,NA,0.039999999,0.94,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0
"HID607993",10,1,0,1,1,1.341,1,"Mountain",1,2,1,0,0,0,0,0.0010000000474975,1,0.07,1.3,1.37,0.00072992704,1,0.25,1,0.74571216,0.729927,0,4000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,1,1200,150,300
"HID608087",3,1,1,1,1,0.6868,1,"Plain",0,3,1,0,0,0,0,0.0024000001139939,1,0.0956,0.6,0.69559997,0.0034502591,1,0,0,0.87361676,0.86256474,1,3780000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,212,26.5,76
"HID608238",3,1,0,0,1,0.001,1,"Plain",0,2,1,0,0,0,0,0.0003000000142492,1,0.1428,NA,0.1428,0.0021008404,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,600,75,600
"HID608291",8,NA,NA,NA,NA,0.005,1,"Plain",0,3,1,0,1,1,1,NA,0,0.06,NA,0.059999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,1648,206,854
"HID608297",7,1,0,0,1,1.235,1,"Coastal",1,2,2,0,0,0,0,0.0020000000949949,1,0.26,1.23,1.49,0.0013422819,1,0.27777779,1,0.85020244,0.70469797,0,9900000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2604,325.5,434
"HID608306",20,1,1,1,1,1.323,1,"Plain",1,2,0,0,0,0,0,0.003000000026077,1,0.3,1.3,1.6,0.001875,1,0,0,0.60468632,0.5,1,4500000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,932,116.5,476
"HID608353",2,1,1,1,1,2.02,1,"Tonle Sap",0,2,2,1,0,0,0,0.25,1,0.5,1.5,2,0.125,1,0.2857143,1,0.74257427,0.75,0,7000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,900,112.5,180
"HID608378",2,NA,NA,NA,NA,0.515,1,"Tonle Sap",1,3,0,0,0,0,0,NA,0,0.06,0.5,0.56,NA,1,0,0,0.97087377,0.89285713,1,900000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,16,2,10
"HID608430",13,1,0,0,1,10.305,1,"Mountain",0,2,2,0,1,0,1,0.0049999998882413,1,0.5,10,10.5,0.00047619047,1,0.42592594,1,0.97040272,0.95238096,0,24300000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0
