hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_068792,25,81.0091501694811,4,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,4,0,0,0,4,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_068796,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_068801,4,128.725138892033,30,1,0,50,0,,0,35,20,15500,0,4,5,0,,0,,,,,0,,,,,,,0,50,64,-14,44,1.1363636,1.4545455,-.31818181,94,.37234041,.21276596,,,,,,,,,,,,,,,,600,,,,,15000,15500,,16000,35650,713000,15500,24800,124000,837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_068808,20,194.321279639577,100,1,0,80,0,,0,0,0,,0,0,10,1,1,0,,,,,0,,,,,,,0,80,10,70,30,2.6666667,.33333334,2.3333333,110,0,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,16000,160000,160000,194.321279639577,29,1,0,13,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,13,0,13,16,.8125,0,.8125,29,0,0,,,,,,,,,,,,,500,,,500,,,,,12000,,12000,12000,,,12000,,,0,1,1,Plain
id_068835,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_068844,2,35.8323710210175,20,1,0,5,0,,0,10,5,13500,0,0,2,1,1,0,,,,,1,,,,,,,0,5,17,-12,32,.15625,.53125,-.375,37,.27027026,.13513513,,,,,,,,,,,,,800,,,600,,,,,14000,13500,,16000,31050,155250,13500,17550,35100,190350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_068850,7,59.8770581789224,7,1,0,5,0,,0,0,0,,0,0,3,0,,0,,,,,0,,,,,,,0,5,3,2,5,1,.60000002,.40000001,10,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,34000,102000,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_068851,20,173.176082371778,20,1,0,19,0,,0,8,0,,0,3,10,0,,0,,,,,0,,,,,,,0,19,21,-2,22,.86363637,.95454544,-.090909094,41,.19512194,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,240000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_068854,1,111.345630865428,10,1,0,10,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,10,10,0,10,1,1,0,20,0,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,16900,169000,169000,111.345630865428,10,1,0,10,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,10,10,0,10,1,1,0,20,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,10000,100000,100000,1,1,Tonle Sap
id_068860,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_068865,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_068872,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_068875,9,31.4592572698028,50,1,0,30,0,,0,5,5,16000,0,0,10,0,,0,,,,,0,,,,,,,0,30,20,10,40,.75,.5,.25,70,.071428575,.071428575,,,,,,,,,,,,,,,,600,,,,,20000,,,16000,36800,184000,16000,24000,240000,424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_068888,17,259.332918837587,2,1,0,0,0,,0,10,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,10,-10,12,0,.83333331,-.83333331,12,.83333331,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_068921,5,167.661493921286,9,1,1,23,0,,0,2,0,,0,0,5,0,,0,,,,,0,,,,,,,0,23,7,16,1,23,7,16,24,.083333336,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,30600,153000,153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_068941,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_068943,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_068947,22,75.7593474979309,9,1,0,20,0,,0,7,0,,0,0,3,0,,0,,,,,0,,,,,,,0,20,10,10,1,20,10,10,21,.33333334,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,18200,54600,54600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_068949,7,43.3194916596233,25,1,0,20,0,,0,15,0,,0,0,5,0,,0,,,,,0,,,,,,,0,20,20,0,25,.80000001,.80000001,0,45,.33333334,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,127500,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_068956,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_068968,3,134.562393211107,20,1,0,15,0,,0,0,0,,0,0,2,0,,0,,,,,0,,,,,,,0,15,2,13,7,2.1428571,.2857143,1.8571428,22,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,51000,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_068981,25,134.708536856111,20,1,0,5,0,,0,0,0,,0,0,8,0,,0,,,,,0,,,,,,,0,5,8,-3,23,.2173913,.34782609,-.13043478,28,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,20400,163200,163200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069007,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069035,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069039,17,58.6423543839011,10,1,0,6,0,,0,2,0,,0,2,3,0,,0,,,,,0,,,,,,,0,6,7,-1,11,.54545456,.63636363,-.090909094,17,.11764706,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,13000,39000,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069054,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069076,7,11.0877270319274,75,1,0,35,0,,0,0,50,16000,0,0,0,0,,0,,,,,0,,,,,,,0,35,50,-15,90,.3888889,.55555558,-.16666667,125,0,.40000001,,,,,,,,,,,,,,,,600,,,,,17000,,,16000,36800,1840000,16000,,,1840000,11.0877270319274,100,1,0,45,25,8000,0,0,15,13000,0,0,0,0,,0,,,,,0,,,,200000,,,25,70,15,55,45,1.5555556,.33333334,1.2222222,115,0,.13043478,,,,,,,,,,,,,500,,,500,,,,,10000,13000,,12000,19500,292500,13000,,,292500,1,1,Coastal
id_069078,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069082,21,174.54153301338,8,1,0,4,0,,0,4,0,,0,0,4,0,,0,,,,,0,,,,,,,0,4,8,-4,12,.33333334,.66666669,-.33333334,16,.25,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,34000,136000,136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069107,21,186.529793581106,20,1,0,20,0,,5,0,0,,0,0,0,0,,0,,,,,0,,,,,,,5,25,0,25,1,25,0,25,26,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,186.529793581106,14,1,,0,0,,0,0,0,,0,0,0,0,,1,1,31,5,,0,,,,,,,0,0,0,0,14,0,0,0,14,0,0,,,,,155,1826.25,1,0,0,155,0,0,500,,500,500,,77500,77500,,10000,,10000,12000,,,10000,,,77500,1,1,Plain
id_069111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069119,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_069126,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069133,16,144.348016240009,8,1,0,20,0,,0,10,0,,0,0,2,0,,0,,,,,0,,,,,,,0,20,12,8,1,20,12,8,21,.47619048,0,,,,,,,,,,,,,1000,,,600,,,,,18000,,18000,16000,,,18000,27000,54000,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069137,18,28.1614264089601,50,1,0,40,0,,0,30,0,,0,0,10,1,1,0,,,,,0,,,,,,,0,40,40,0,50,.80000001,.80000001,0,90,.33333334,0,,,,,,,,,,,,,,,,600,,,,,20000,,20000,16000,,,20000,40000,400000,400000,28.1614264089601,17,1,0,0,0,,0,0,0,,0,0,5,1,,1,7,20,5,,0,,,,,,,0,0,5,-5,22,0,.22727273,-.22727273,22,0,0,,,,,700,1826.25,.5,0,.5,350,350,0,,,500,500,175000,175000,175000,,12000,,12000,12000,,,12000,24000,120000,295000,1,1,Coastal
id_069140,8,53.8111693915161,25,1,0,16,0,,0,0,0,,0,0,9,0,,0,,,,,0,,,,,,,0,16,9,7,18,.8888889,.5,.3888889,34,0,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,32400,291600,291600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069141,17,104.679709247774,4,1,0,9,0,,0,0,0,,0,2,5,0,,0,,,,,0,,,,,,,0,9,7,2,2,4.5,3.5,1,11,0,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,97500,97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069142,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Phnom Penh
id_069149,15,108.251327902343,5,1,0,2,0,,0,0,3,15000,0,0,0,0,,0,,,,,0,,,,,,,0,2,3,-1,6,.33333334,.5,-.16666667,8,0,.375,,,,,,,,,,,,,,,,600,,,,,14000,15000,,16000,34500,103500,15000,,,103500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069153,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_069154,15,358.989595354067,40,1,0,20,0,,0,10,4,15000,0,0,10,0,,0,,,,,0,,,,,,,0,20,24,-4,44,.45454547,.54545456,-.090909094,64,.15625,.0625,,,,,,,,,,,,,,,,600,,,,,14000,15000,,16000,34500,138000,15000,21000,210000,348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069172,1,408.879750823314,50,1,0,16,0,,0,25,0,,0,0,5,0,,0,,,,,1,,,,,,,0,16,30,-14,64,.25,.46875,-.21875,80,.3125,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,97500,97500,408.879750823314,5,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,1,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,,,0,1,1,Tonle Sap
id_069178,21,336.767654403752,18,1,0,8,0,,0,6,0,,0,0,5,0,,0,,,,,0,,,,,,,0,8,11,-3,21,.38095239,.52380955,-.14285715,29,.20689656,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,34000,170000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069215,21,124.083162560421,15,1,0,8,0,,0,0,0,,0,0,7,0,,0,,,,,1,,,,,,,0,8,7,1,14,.5714286,.5,.071428575,22,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,22100,154700,154700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069233,17,134.536945434592,6,1,0,15,0,,0,2,0,,0,0,5,0,,0,,,,,0,,,,,,,0,15,7,8,1,15,7,8,16,.125,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,16900,84500,84500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069235,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_069241,8,104.515227238216,7,1,0,8,0,,0,0,0,,3,0,5,0,,0,,,,,0,,,,,,,0,8,8,0,7,1.1428572,1.1428572,0,15,0,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,36000,180000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069261,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_069262,7,38.807044611746,15,1,0,8,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,8,5,3,12,.66666669,.41666666,.25,20,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,22100,110500,110500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_069265,5,87.23382473891959,5,1,0,10,0,,0,0,0,,0,0,6,0,,0,,,,,0,,,,,,,0,10,6,4,1,10,6,4,11,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,22100,132600,132600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069270,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_069271,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_069274,6,112.033755078346,3,1,0,8,0,,0,5,0,,1,0,1,0,,0,,,,,0,,,,,,,0,8,7,1,2,4,3.5,.5,10,.5,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,21000,21000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069285,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_069314,10,54.2470567430235,17,1,0,35,0,,0,2,0,,0,0,16,0,,0,,,,,0,,,,,,,0,35,18,17,1,35,18,17,36,.055555556,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,272000,272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069340,3,81.06168265729281,13,1,0,10,0,,0,5,0,,0,0,3,0,,0,,,,,0,,,,,,,0,10,8,2,11,.90909094,.72727275,.18181819,21,.23809524,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,51000,51000,81.06168265729281,10,1,0,8,0,,0,3,0,,0,0,5,0,,0,,,,,0,,,,,,,0,8,8,0,10,.80000001,.80000001,0,18,.16666667,0,,,,,,,,,,,,,500,,,500,,,,,11500,,11500,12000,,,11500,23000,115000,115000,1,1,Plain
id_069341,17,264.347221194347,2,1,0,0,0,,0,8,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,8,-8,10,0,.80000001,-.80000001,10,.80000001,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069358,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_069359,23,27.7405923547908,15,1,0,7,0,,0,2,0,,0,0,5,0,,0,,,,,0,,,,,,,0,7,7,0,15,.46666667,.46666667,0,22,.090909094,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,25200,126000,126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_069368,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069370,24,24.0209947733572,10,1,0,20,0,,0,5,0,,0,0,5,1,1,0,,,,,0,,,,,,,0,20,10,10,1,20,10,10,21,.23809524,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,22500,112500,112500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069388,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
